Key,Value,T
69336290,Castle Ashham,阿什汉姆城堡
70384918,Warmont,沃恩特
71434446,The Mastering Cemetery,掌握公墓
72483035,Strenner Haven,Strenner Haven
73531627,Sekker's Nest,塞克的巢
74580205,The King's Fawn Tavern,国王的小酒馆
75628804,Copperton Orchard,Copperton果园
76678347,Charwark,夏瓦克
77726942,Ruins of Greenton Orchard,格林顿果园的废墟
78775535,Old Gwynabyth's Hovel,古老的gwynabyth's Hovel
79825063,Old Elyzorya's Farm,老Elyzorya的农场
80873654,Castle Yeomsley,耶姆斯利城堡
81922238,Burning Star of Arkay,阿凯的燃烧之星
82970820,Charleigh,夏利
84019401,Woodwing Orchard,木制果园
85067983,The Masterhart Burial Ground,Masterhart墓地
86117570,Kirkmore,柯克莫尔
87167087,The Yeomhart Farmstead,Yeomhart Farmstead
88215680,The King's Goblin Hostel,国王的妖精旅馆
89264263,Shelter of Phen,现象的庇护所
90312841,Eastmore,Eastmore
91361435,Kingfield Manor,金菲尔德庄园
92410014,Easttower Hollow,朝东空心
93458595,Greencroft Grange,Greencroft Grange
94507181,Tower Kingwing,塔国王
95556726,The Flying Guard Hostel,飞行后卫旅馆
96605304,Mordistair Laboratory,Mordistair实验室
97653884,The Gaerford Farmstead,Gaerford Farmstead
98702479,The Masterham Farmstead,Masterham Farmstead
99752053,Blessed Rebirth of Arkay,Arkay的祝福重生
100801584,The Fox and Porcupine Hostel,狐狸和豪猪旅馆
101850178,Buckingfield Tower,巴金菲尔德塔
102898774,Old Carolabyth's Farm,老卡罗拉伯特农场
103947361,Tunborne,Tunborne
104996873,The Laughing Priest Inn,笑的牧师旅馆
106045462,Eternal Soul of Arkay,阿凯的永恒灵魂
107094076,Hawking Orchard,霍金果园
108143605,Penford,彭福德
109192193,Penwych,彭威
110240771,Ipsford,伊普斯福德
111289349,The Yeomsley Farmstead,Yomsley Farmstead
112337960,Bleeding Altar of Arkay,Arkay的出血祭坛
113387489,The Moorfield Farmstead,Moorfield Farmstead
114436114,Old Chrystabyth's Farm,旧chrystabyth的农场
115484694,The Hearthfield Plantation,赫斯菲尔德种植园
116534209,Midgate,Midgate
117582800,The Old Wickhouse Hovel,旧的Wickhouse Hovel
118631382,Ruins of The Ashing Cabin,as
119680960,Horvale,霍瓦尔
120729540,Baellech,Baellech
121778120,The Hearthcroft Farmstead,遗herthcroft Farmstead
122826723,Grimpath,严厉的人
123876239,The Hole of Sahatexah,萨哈特克斯的洞
124924856,Ruins of Old Lysausa's Shack,旧莉萨萨棚屋的废墟
125974405,Tower Hearthsly,塔楼
127023000,Holwall,霍尔沃尔
128071603,Horwood Borough,霍伍德自治市镇
129122120,Knightswell,骑士
130170704,Tuncester,tuncester
131220303,The Dwarf and Cat Lodge,矮人和猫小屋
132268881,The Hawkton Farmstead,霍克顿农场
133317464,The Mole and Sword Pub,痣和剑酒吧
134366999,Ruins of Masterford Manor,Masterford Manor的废墟
135415589,Stokville,斯托克维尔
136464168,Wilderway Rock,Wilderway Rock
137512746,The Cult of Morgausa,莫尔加萨的崇拜
138561350,Buckingsley Court,Buckingsley Court
139610902,The Savage Pit Inn,野蛮人酒店
140659500,Hawkham Palace,霍卡姆宫
141709035,Ruins of Old Vannyvyra's Hovel,瓦尼维拉（Vannyvyra）的废墟
142757626,Gallolech Borough,Gallolech自治市镇
143806223,Old Vyctyn's Shack,老vyctyn的棚屋
144855775,The White Dagger Hostel,白匕首宿舍
145905364,Deermore,Deermore
146953950,Old Ysausa's Farm,旧Ysausa的农场
148003506,Old Elyzyrrya's Farm,旧的Elyzyrrya的农场
149052084,Aldworth,奥尔德沃思
150100672,Greensley Hall,格林斯利音乐厅
151150218,Gothton,哥特顿
152198801,The Copperston Cabin,Copperston小屋
153247417,The Buckinghart Cabin,Buckinghart小屋
154296967,The Temple of Gerith,杰里斯神庙
155345573,The Kingford Farmstead,金福德农场
156395104,The Masterhart Plantation,Masterhart种植园
157443701,Old Vannolda's Hovel,老范诺达的小屋
158492286,Yeoming Tower,Yeoming Tower
159540883,Ruins of The Hold of Kinging,国王的废墟
160590425,Buckingsly Grange,巴克斯利农庄
161639009,Wilderville Hill,怀尔德维尔山
162687606,Aldwich,阿尔德维奇
163736184,Castle Hearthfield,城堡炉场
164785725,The Woodsley Farmstead,伍德斯利农场
165834307,The Woodcroft Farmstead,Woodcroft Farmstead
166882906,Perpetual Martyr of Arkay,永久烈士Arkay
167931491,Charidge,夏里奇
168981041,Shalgora,沙尔戈拉
170029632,Castle Hearthcroft,城堡炉oft
171079189,The Bat and Wolf Inn,蝙蝠和狼旅馆
172127795,The Silver Badger Lodge,银色徽章小屋
173177335,Baelton Rock,贝尔顿摇滚
174225941,Moorwing Manor,系泊庄园
175274519,The Moorton Plantation,莫尔顿种植园
176324069,Old Carolausa's Place,老卡罗拉萨的地方
177372674,Sacred Ascencion of Arkay,阿尔凯的神圣上升
178422212,The Knave and Hedgehog Inn,Knave and Hendehog Inn
179470816,Burgdale,伯格代尔
180520367,Castle Wicking,城堡守卫
181568965,Yeomsmith Manor,Yeomsmith Manor
182618552,The Toad and Mug Pub,蟾蜍和杯子酒吧
183668098,The Convent of Sahuliva,Sahuliva的修道院
184716680,Chestertown,切斯特敦
185765272,Moorham Manor,Moorham Manor
186814834,Hearthsley Manor,壁炉式庄园
187864406,Gaersmith Manor,盖尔匠庄园
188913010,Gaercroft Grange,Gaercroft Grange
189963559,The Hawkcroft Farmstead,Hawkcroft Farmstead
191012140,Chesterleigh Hall,切斯特利音乐厅
192061722,The Copperhouse Farmstead,铜屋农场
193110309,Tower Yeoming,塔
194159864,Ashing Manor,阿什庄园
195209466,Baelwark,Baelwark
196259026,Hawkston Manor,霍克斯顿庄园
197308606,The Moorston Farmstead,Moorston Farmstead
198360173,Ashsley Orchard,阿什斯利果园
199408754,Ruins of The Kingford Farmstead,金福德农场的废墟
200458340,Kinging Court,国王法院
201507911,The Fortress of Coppersmith,Coppersmith的堡垒
202560477,Castle Greenfield,格林菲尔德城堡
203611055,Silent Sunrise of Arkay,Arkay的无声日出
204659633,The Fox and Scorpion Inn,狐狸和蝎子旅馆
205708232,Westmore,韦斯特莫尔
206757801,The White Hedgehog Inn,白色刺猬旅馆
207807359,Baelborne,贝尔伯恩
208856938,Old Lysanna's Place,老利萨娜的地方
209905538,Masterton Hall,Masterton Hall
210955079,Wickford Hall,威克福德音乐厅
212003668,Westdale Borough,Westdale自治市镇
213053235,Woodham Manor,伍德姆庄园
214101830,Wooding Grange,木农庄
215150415,The Old Yeomfield Hovel,老Yeomfield Hovel
216199970,The Gaerhouse Farmstead,Gaerhouse Farmstead
217248570,The Masterwing Farmstead,掌握农场
218298126,Ashing Orchard,阿什果园
219347689,Daggerfall Coven,匕首盟约
220397286,Fontton,丰顿
221445866,The Ashsmith Graveyard,阿什史密斯墓地
222494447,Moorsmith Hall,摩尔匠大厅
223544009,Woodsmith Hall,伍兹史密斯大厅
224592592,Ruins of Tower Yeomsley,塔雅人的废墟
225642153,Masterston Manor,Masterston Manor
226690748,Tower Mastersley,大师塔
227739327,Moorton Hall,Moorton Hall
228788888,The Buckinghart Farmstead,Buckinghart Farmstead
229838455,Tower Yeomfield,塔Yeomfield
230887052,The Dead Muskrat Tavern,死去的马斯克拉特小酒馆
231936622,Moorcroft Grange,Moorcroft Grange
232986202,Coppersley's Guard,Coppersley的后卫
234034781,Aldbrugh,Aldbrugh
235084334,Moorsmith Court,摩尔匠法院
236132915,The Feather and Skull Tavern,羽毛和头骨小酒馆
237182500,The Woodston Farmstead,伍德斯顿农场
238232067,Newfort End,纽福特结束
239283638,The Wooding Cabin,木屋
240332220,The Green Huntsman Tavern,绿色猎人小酒馆
241380799,Buckinghart Court,Buckinghart法院
242431370,The House of Barelion,巴里翁的房子
243481940,Ruins of Yeomsmith's Guard,Yeomsmith警卫的废墟
451180,Damu-Ij,damu-jij
1499762,Old D'urdca's Shack,老D'Urdca的棚屋
2550325,The Roost of Trogrugoth,trogrugoth的栖息
3598903,The Fortress of Dozon,多宗堡垒
4647481,Paja,PAJA
5696063,The Pig and Castle Lodge,猪和城堡小屋
6744641,The Nilpte Farmstead,Nilpte Farmstead
7794211,The Hole of Jubulululla,Jubulululla的孔
8843782,Papyrydai,Papyrydai
9893369,Bleeding Omen of Julianos,朱利安诺斯的流血兆头
10942939,Ruins of The Dhirtum Farmstead,dhirtum farmstead的废墟
11991517,Dhurht's Hold,Dhurht的持有
13041110,Ruins of Mhoghton Orchard,姆霍格顿果园的废墟
14090677,Fearful Relic of Julianos,朱利安诺斯的恐惧遗物
15140240,Ruins of Tower Darhtin,塔
16188823,The Pig and Goblin Hostel,猪和妖精的旅馆
17237401,Castle Glar,城堡地
18285987,Fairgt Court,费尔格特法院
19334569,The Beaver and Chasm Lodge,海狸和鸿沟
20384117,Kieran Theatre,基兰剧院
21432700,The Hold of Lellten,莱尔滕的持有
22481284,The Dorkum Asylum,Dorkum庇护所
23530863,The Lynx and Dragon Pub,Lynx and Dragon Pub
24579454,Osaaqton,奥萨克顿
25628995,Singing Idol of Julianos,朱利亚诺斯的唱歌偶像
26677575,F'oz Manor,F'oz Manor
27726153,The Flying Goat Pub,飞山羊酒吧
28774732,Shuchim Grange,Shuchim Grange
29823311,The Hold of Raerhter,Raerhter的持有
30871891,Glaj Manor,格拉杰庄园
31920477,Ruins of Old Nhurdti's Hovel,旧nhurdti的hovel废墟
32969056,Kozta Court,科兹塔法院
34017636,The Hold of Faerd,Faerd的持有
35067198,Lhir'kern's Hold,lhir'kern的持有
36116757,The Citadel of Caiske,凯斯克城堡
37165345,Ruins of The Old Klurkim Shack,古老的克鲁基姆棚屋的废墟
38213929,Old Baishi's Hovel,老贝希的小屋
39262516,Old Fhojba's Farm,旧的Fhojba农场
40312067,The Screaming Pit Tavern,尖叫的小酒馆
41360653,The Dwarf and Mug Lodge,矮人和杯子小屋
42410213,Blessed Rebirth of Julianos,朱利安诺斯的祝福重生
43458791,The Citadel of Vozun,Vozun城堡
44507374,The Tlithir Plantation,Tlithir种植园
45555953,The Dirty Fawn Pub,肮脏的小鹿酒吧
46604536,Klesh Manor,克莱什庄园
47653120,The Green Priest Lodge,绿色牧师小屋
48702664,The Tower of T'ircten,T'ircten的塔
49751260,The Caeghton Farmstead,Caeghton Farmstead
50799843,Thirten Manor,蒂特庄园
51848421,The Rusty Badger Tavern,生锈的徽章小酒馆
52897970,Fearful Oracle of Julianos,可怕的朱利安诺斯的甲骨文
53946549,The Yeithoth Nest,Yeithoth巢
54995127,Old T'erdca's Shack,老t'erdca的棚屋
56043707,Castle Dirkom,城堡Dirkom
57092310,The Lion and Ogre Tavern,狮子和食人魔小酒馆
58141864,The Fortress of Fhorcur,Fhorcur的要塞
59190442,T'us Court,法院
60239020,Makeliria,Makeliria
61287598,Castle Garomyth,城堡Garomyth
62336179,The Pit of Homunasuna,Homunasuna的坑
63384757,Fearful Martyr of Julianos,朱利安诺斯的恐惧烈士
64433344,The Saochin Farmstead,Saochin Farmstead
65482884,Tulaoanu,图拉阿努
66531463,Reliquary of Raen,Raen的遗物
67580057,The Old Curpten Shack,旧居民小屋
68628643,The Old Grirch Shack,老格里奇棚屋
69677222,Kieran Theatre,基兰剧院
70726777,Merpir's Guard,梅尔普尔的后卫
71775358,Rlozar Manor,Rlozar Manor
72824913,Singing Soul of Julianos,朱利安诺斯的唱歌灵魂
73873495,Sishten Manor,西希滕庄园
74922075,Umbelibu,Umbelibu
75970667,The Dancing Pit Pub,跳舞坑酒吧
77019246,Ruins of The Vlachar Farmstead,弗拉查农斯特德的废墟
78067824,Old Shrez-si's Shack,老什里兹 - 棚屋
79117383,Curt's Guard,库特的警卫
80165962,The Fhazum Farmstead,Fhazum Farmstead
81214555,B'erchur Grange,B'erchur Grange
82263135,Abibon-gora,Abibon-Gora
83312681,Wadijoniton,Wadijoniton
84361268,The Nhurnem Plantation,Nhurnem种植园
85409848,The Green Ogre Pub,绿色食人魔酒吧
86458426,The V'irmam Graveyard,V'irmam墓地
87507004,Corrimon Hall,柯里蒙大厅
88555582,Old Fafylki's Place,旧的fafylki的地方
89604169,The Dirty Dragon Hostel,肮脏的龙旅馆
90653698,Old Burktha's Hovel,老伯克莎的小屋
91702276,Lhur's Hold,lhur的持有
92750863,The Laughing Giant Tavern,笑的巨人小酒馆
93799443,The Cirm Graveyard,小洞墓地
94848043,Old M'urcta's Farm,旧的穆尔塔农场
95897593,The Faortrn Plantation,Faortrn种植园
96946179,Blessed Martyr of Julianos,朱利安诺斯的祝福烈士
97994759,Gruct Manor,庄园
99043338,The Rusty Muskrat Inn,生锈的马斯克拉特旅馆
100091918,The Dead Djinn Lodge,死去的Djinn Lodge
101140497,THe Crypts of C'uchun,C'uchun的地下室
102189078,Atruhda,Atruhda
103238607,Cudogudax,cudogudax
104287185,Gorhtur Manor,Gorhtur庄园
105335769,The Old Cyertun Hovel,旧的Cyertun Hovel
106384356,Shrajten Tower,Shrajten塔
107432934,Old Rivja's Place,老里瓦的地方
108481532,Klirgem Manor,克里尔格庄园
109531082,The Feather and Djinn Tavern,羽毛和Djinn Tavern
110579675,Bubuweyn,Bubuweyn
111628255,Raicher Hall,赖彻·霍尔（Raicher Hall）
112677791,Shelter of Phen,现象的庇护所
113726372,Talpir Manor,塔尔波尔庄园
114774965,Tower Cavrn,塔瓦恩
115823544,The Fox and Pit Inn,狐狸和维修酒店
116872122,Old Rhejba's Shack,老Rhejba的棚屋
117920716,Rhogusa,Rhogusa
118969295,Joyous Redeemer of Julianos,朱利安诺斯的欢乐救赎主
120018855,The T'as Farmstead,t'as farmstead
121068397,The Old V'ajum Shack,旧的V'ajum棚屋
122116976,The Sarm Farmstead,Sarm Farmstead
123165567,Old Lhag-i's Hovel,旧的lhag-i的小屋
124214152,Shrine of Q'Olwen,Q'olwen的神社
125262730,B'uch Court,法院
126311314,Shrush Manor,Shrush Manor
127359894,The Old Caujur Hovel,旧的Caujur Hovel
128408473,Castle V'urkir,城堡V'urkir
129457052,The Fortress of Gevom,Gevom的堡垒
130505634,Jalenis,墨西哥胡椒
131555153,Ruins of Saerk Hall,萨尔克大厅的废墟
132603731,The Crimson Griffin Tavern,深红色的格里芬小酒馆
133652330,Shrine of Bandi,Bandi神社
134700917,Rlifyler Laboratory,Rlifyler实验室
135749512,Dagirgoth,Dagirgoth
136799061,Stught's Guard,Stught的警卫
137847660,Old Shoght-e's Farm,旧的shoght-e农场
138897189,Flightke Hall,Flightke Hall
139945768,The Blorcom Plantation,Blorcom种植园
140994350,Cerettunia,Cerettunia
142042934,Issaqumbaa,Issaqumbaa
143091521,Grirnen Grange,Grirnen Grange
144140099,Rugrn's Hold,Rugrn的持有
145188680,Vightte Manor,维特庄园
146237273,Rhaniriza,Rhaniriza
147285853,The V'eldin Plantation,V'eldin种植园
148335379,B'act Manor,B'act庄园
149383964,Ruins of The Old Starte Shack,旧的棚屋的废墟
150432545,Ruins of Lharkar's Hold,拉尔卡的废墟
151481123,The Rat and Rascal Inn,老鼠和Rascal Inn
152529710,The Savage Barbarian Inn,野蛮的野蛮旅馆
153578291,The Vildke Plantation,维尔德种植园
154626869,The Rlactum Farmstead,Rlactum farmstead
155675450,Akhemirea,Akhemirea
156724029,Akhyrybu,Akhyrybu
157772607,The Merrn Farmstead,Merrn Farmstead
158822134,The Haunt of Morehar,莫尔哈尔的困扰
159870733,The Nus Cemetery,无国公墓
160919313,Castle T'ich,城堡
161967904,Rairm's Hold,莱尔姆的持有
163016493,Tasandaplex,tasandaplex
164066011,Old Shus-i's Farm,老什叶派我的农场
165114592,Ruins of Old F'esh-e's Hovel,旧f'esh-e hovel的废墟
166163176,The Greght Graveyard,格雷格特墓地
167211772,C'allem Manor,C'ALLEM庄园
168260351,Kerpe Hall,Kerpe Hall
169308930,Maecter Tower,Maecter塔
170357510,Ruins of The Hold of Nalprn,纳尔普恩的废墟
171406098,The V'urpe Cemetery,V'urpe公墓
172455627,The Krirg Cemetery,克里尔格公墓
173504211,The Grumdred Aerie,grumdredred aerie
174552797,The Toad and Ogre Lodge,蟾蜍和食人魔小屋
175601395,Penazar,Penazar
176650933,Wailing Oracle of Julianos,朱利亚诺斯的哭泣的甲骨文
177699513,Gysaka-Ij,gysaka-jij
178748105,Mholl Hall,Mholl Hall
179796694,The Cyorkur Cemetery,Cyorcur公墓
180845281,The Nhurchen Farmstead,Nhurchen Farmstead
181893859,Ghusta Manor,Ghusta Manor
182943378,Eternal Ascencion of Julianos,朱利亚诺斯的永恒上升
183991957,Mogakareg,Mogakareg
185040557,Reliquary of Raen,Raen的遗物
186089148,The Lion and Dagger Hostel,狮子和匕首宿舍
187137731,Burning Oracle of Julianos,燃烧的朱莉安诺斯的甲骨文
188186309,The Savage Woodchuck Tavern,野蛮的伍德卡克小酒馆
189235845,The Lynx and Muskrat Lodge,Lynx和Muskrat Lodge
190284441,Klizem Palace,克里兹姆宫
191333021,Maaqrana,Maaqrana
192381599,The Hold of Sairhtten,Sairhtten的持有
193430183,Memi-Hassi,memi-hassi
194478770,The Gold Castle Pub,金城堡酒吧
195528280,Tsetudax,TSETUDAX
196576859,Tower Boorke,塔博尔
197625443,The Chelp Farmstead,切尔普农场
198674032,Vlerc'kern Manor,Vlerc'kern庄园
199722610,Rlefylt Orchard,rlefylt果园
200771203,The Nest of Moredred,巢的巢
201820745,Tsetandasia,TSETANDASIA
202869333,Shejt Manor,Shejt Manor
203917946,Mhernte Orchard,Mhernte Orchard
204966526,The Tower of Khurpem,库尔佩姆塔
206015104,Kieran Theatre,基兰剧院
207063682,Tsetono,TSETONO
208112261,Pheonuthuweyn,Pheonuthuweyn
209161765,The Mole and Giant Tavern,痣和巨型小酒馆
210210343,The Rashim Plantation,Rashim种植园
211258923,Board's Guard,董事会的警卫
212307503,The D'arnrn Farmstead,D'Arnrn Farmstead
213356112,The Tower of T'uzun,T'uzun塔
214404691,The Gold Huntsman Pub,金猎人酒吧
215454235,Ghurk Manor,古尔克庄园
216502817,Isfibia,iSfibia
217551397,Vlargten Grange,Vlargten Grange
218599975,The Dhar Farmstead,Dhar Farmstead
219648564,The Restless Mug Hostel,不安的杯子旅馆
220697153,Slorton Hall,斯洛顿大厅
221745731,The Maurken Plantation,毛肯种植园
222794312,Blessed Prophet of Julianos,朱利安诺斯的祝福先知
223843833,The Cort Farmstead,Cort Farmstead
224892411,T'old Manor,T'old Manor
225941010,Elii-Korom,Elii-korom
226989591,Strenner Haven,Strenner Haven
228038177,The Duth Farmstead,duth farmstead
229086774,Umbaus,Umbaus
230135354,Bechur Tower,Bechur塔
231184859,The Bildta Farmstead,Bildta Farmstead
232233437,The Citadel of Grorger,格罗格城堡
233282022,Mirpun Orchard,米尔彭果园
234330601,The Shothin Farmstead,Shothin Farmstead
235379181,Ramallabi,拉马拉比
236427761,Ramoparia,拉莫帕里亚
237476365,The Chujam Graveyard,楚贾姆墓地
238524945,The Hold of Dosum,剂量的持有
239573523,Reliquary of Sai,Sai的遗物
240622102,Khajeraara,Khajeraara
241670681,The Beaver and Porcupine Tavern,海狸和豪猪小酒馆
242719259,Ruins of The Gloge Farmstead,格洛格农庄的废墟
422217,The Tomb of Lithelaus,Lithelaus的坟墓
1472793,The Thirsty Stag Lodge,口渴的雄鹿小屋
2522384,Old Chistka's Farm,老chistka的农场
3571939,Gentle Sunrise of Zenithar,温和的日出
4620529,Castle Sall,萨尔城堡
5670107,Nild'kern Grange,Nild'kern Grange
6719678,The Aviary of Moriker,摩托克的鸟类
7768256,Old Nhernti's Shack,旧的nhernti的棚屋
8817816,F'aven Manor,F'Aven Manor
9866412,Holy Tree of Zenithar,z
10915971,The Old M'ormum Place,旧的M'ormum地方
11964554,Agurea,Agurea
13013144,Infinite Redeemer of Zenithar,Zenithar的无限救赎主
14062727,The Beaver and Helm Hostel,海狸和舵宿旅馆
15112282,The Old Mhilp'kern Shack,旧的MHILP'KERN SHACK
16160874,The Old Glicht Shack,旧的Glicht Shack
17209457,Bubiton,Bubiton
18258035,Vermhoth,vermhoth
19307573,Stifylir's Guard,Stifylir的警卫
20356153,The Beghtem Vaults,Beghtem拱顶
21404742,The Glarcer Reformatory,Glarcer的改革
22453335,Kalereg,卡勒雷格
23501917,Mijke Manor,米克庄园
24551464,Meg Grange,梅格农庄
25600053,Byry-Hassi,byry-hassi
26648635,The Mole and Dragon Pub,痣和龙酒吧
27697213,T'ashten Orchard,t'ashten果园
28746754,Tlactrn Manor,Tlactrn Manor
29796342,Sedettu-Thar,Sedettu-Thar
30844947,The B'uld Farmstead,B'uld Farmstead
31894520,The Fox and Pit Pub,狐狸和维修酒吧
32944070,Mhurd Manor,穆尔德庄园
33992663,Tuldam Hall,图尔丹大厅
35042205,Old M'urkfa's Hovel,旧的m'urkfa的小屋
36090806,Akhakadisu,akhakadisu
37139395,The Gocht Mines,Gocht地雷
38188936,The Silver Badger Hostel,银牌宿家旅馆
39237520,The Laughing Barbarian Hostel,笑的野蛮旅馆
40286098,Mes'kern Hall,Mes'kern Hall
41334702,Pythuwan,毕达旺
42383281,Gysator,Gysator
43433818,Tsetejer,TSETEJER
44482396,The Beaver and Chasm Lodge,海狸和鸿沟
45530996,Papiiton,帕皮顿
46579580,Castle Sharg,城堡沙格
47628158,Joyous Sunrise of Zenithar,Zenithar的欢乐日出
48676737,The Gerchom Farmstead,Gerchom Farmstead
49726284,The Bat and Giant Pub,蝙蝠和巨型酒吧
50774863,The Mazten Farmstead,Mazten Farmstead
51824429,Chafylir Manor,Chafylir庄园
52873035,Vloston Manor,弗洛斯顿庄园
53921619,The Nest of Norlotor,北极子的巢
54971181,Zenascuja,Zenascuja
56019767,Dirn Court,迪恩法院
57069315,Ramissi-Thar,拉米西 - 泰尔
58117895,M'eg Hall,M'eg Hall
59166478,Glirt Manor,Glirt Manor
60215059,Khajoasa,Khajoasa
61264616,Slirner Palace,斯莱纳宫
62313197,The Flying Giant Lodge,飞行巨型旅馆
63361797,Inner Omen of Zenithar,z
64410377,Tower Boov,塔博夫
65459927,Cudohaus,Cudohaus
66509499,Holy Star of Zenithar,z
67558077,Berbilania,贝尔比拉尼亚
68606657,Berbillia,Berbillia
69655238,Appoguza,appoguza
70703828,Ruins of Caj's Hold,卡杰的废墟
71752409,The Gerexulla Hermitage,Gerexulla冬宫
72800987,The Feather and Jug Tavern,羽毛和水罐小酒馆
73850519,The Graves of Krarcht,克拉克特的坟墓
74899129,Furg'kern Palace,Furg'kern Palace
75948681,V'urmom Hall,V'urmom Hall
76997259,F'ivir Hall,f'ivir Hall
78045848,The Dirty Castle Pub,肮脏的城堡酒吧
79094443,The Pig and Djinn Pub,猪和Djinn Pub
80143981,Klormte Palace,克洛姆特宫
81192574,Akhilah,akhilah
82241157,The Restless Bird Lodge,不安的鸟儿小屋
83289750,THe Crypts of V'ild,v'ild的地下室
84339323,Eternal Idol of Zenithar,Zenithar的永恒偶像
85388865,Mogiga,莫加
86437446,Holy Rebirth of Zenithar,Zenithar的神圣重生
87486028,Perpetual Oracle of Zenithar,Zenithar的永久性甲骨文
88534608,The Tuj Excavation,Tuj发掘
89583206,The Gold Muskrat Lodge,金斯克拉特小屋
90632735,The Nest of Helloth,helloth的巢
91681351,Papabi,爸爸
92729932,Fearful Prophet of Zenithar,可怕的Zenithar先知
93778513,Javyryria,Javyryria
94828082,Weeping Star of Zenithar,哭泣的星星
95877618,The House of Duke Stadoban,杜克大学杜克大学的房子
96926208,The Maelith Grotto,梅里斯·格罗托（Maelith Grotto）
97975791,The Dead Huntsman Tavern,死去的猎人小酒馆
99024371,Zenaaqza,Zenaaqza
100073931,Birrn Manor,比恩庄园
101122512,Silent Ascencion of Zenithar,沉默山脉上升
102171092,Kairou,Kairou
103220655,T'erhtir Manor,t'erhtir庄园
104269250,Ruins of Old Fur-e's Place,旧fur-e的废墟
105318809,Nhordam's Hold,纳尔达姆的持有
106367400,Ruins of Caact's Guard,卡克警卫的废墟
107417960,The Fox and Giant Lodge,狐狸和巨型旅馆
108467549,Mesolah,梅索拉
109517128,Kloz's Hold,克洛兹的持有
110566689,Kieran Theatre,基兰剧院
111615270,Tasibusa,塔西布萨
112663853,Suct'kern Laboratory,SUCT'KERN实验室
113712441,Syrissibia,Syrissibia
114762019,The Anlobith Nest,Anlobith巢
115811579,Dhigur's Gaol,Dhigur的监狱
116861158,The Dead Barbarian Tavern,死去的野蛮小酒馆
117910729,Old Lhuski's Hovel,老卢斯基的霍夫尔
118959318,Ruins of The Tower of M'irkam,米尔卡姆塔的废墟
120008890,Pheonotuwan,pheonotuwan
121057472,Rhostan Court,Rhostan Court
122108043,The Queen's Giant Hostel,女王的巨人旅馆
123156623,Tlircem Court,特里克姆法院
124206189,Dagradred,Dagradred
125256767,Ruins of The Old Caermim Hovel,古老的凯米·霍夫尔的废墟
126306337,The Tomb of Lithimon,岩石墓
127354915,The Rattgagod Coop,Rattgagod Coop
128406484,Burning Martyr of Zenithar,燃烧的烈士
405246,Ruins of Tlolp'kern Manor,tlolp'kern庄园的废墟
1453839,T'over Tower,塔
2503410,Old Blugta's Shack,老布卢塔的棚屋
3551994,Berbajan,贝尔巴扬
4601545,The Nest of Skoedon,斯科登的巢
5651115,The Feather and Dog Tavern,羽毛和狗小酒馆
6699705,Pothago,pothago
7748286,The Stronghold of Cirden,西尔登的据点
8796871,Kizt Hall,Kizt Hall
9846445,The D'ildin Farmstead,D'Ildin Farmstead
10895027,Shrine of Vigryl,维格里尔神社
11944584,Castle Revir,城堡修订版
12993164,The Old Raeldke Shack,老拉尔德克棚屋
14042717,Ruins of Thash Hall,塔什大厅的废墟
15091299,The Stald Plantation,Stald Plantation
16139879,Maarkun Manor,马昆庄园
17188484,The Nest of Grumotghu,Grumotghu的巢
18238038,The Kurten Cabin,库尔滕小屋
19286620,The Savage Scorpion Hostel,野蛮蝎子旅馆
20335209,The Mouse and Barbarian Lodge,老鼠和野蛮旅馆
21384782,Caildke's Hold,凯尔德（Caildke）的持有
22434346,The Mole and Pit Tavern,痣和坑小酒馆
23482926,The King's Woodchuck Pub,国王的Woodchuck酒吧
24532476,Old Sterch-e's Farm,旧的斯特奇-E农场
25581062,Menakat,Menakat
26629643,Gifyl Hall,Gifyl Hall
27679216,The Lynx and Ogre Lodge,Lynx和Ogre Lodge
28727804,Glirnom Orchard,Glirnom果园
29776391,Papumba-Hassi,丘疹 - 哈西
30825931,The Vault of Garoghyth,Garoghahth的穹顶
31874517,Old Nharni's Hovel,老nharni的小屋
32923104,Old Ghagtha's Farm,老加格塔的农场
33971691,Divad Monument,Divad纪念碑
35021238,Rhogunnu-Kom,Rhogunnu-kom
36069827,The Old D'osh Shack,旧的D'Osh Shack
37118416,Shrine of Jone,乔恩神社
38167971,The Kloldem Cabin,克洛尔德小屋
39216553,Jalaria,贾拉里亚
40267110,The Old Shevum Hovel,旧的玻璃小屋
41315693,Mesiijet,Mesiijet
42364284,Glethar Manor,Glethar Manor
43413851,The Thirsty Dagger Hostel,口渴的匕首旅馆
44463418,Kast Court,卡斯特法院
45512014,Dallir Manor,达利尔庄园
46560592,The Crimson Goblin Pub,深红色妖精酒吧
47610161,Shug Hall,Shug Hall
48660736,The Old Sircta Shack,旧的sircta棚屋
49709315,Tsetillian,TSETILLIAN
50757896,Floct Manor,弗洛克庄园
51808468,Ghergun Palace,Ghergun Palace
52857051,The White Goblin Lodge,白色妖精小屋
53907620,Vuch Hall,Vuch Hall
54956200,The Laughing Cat Hostel,笑猫宿舍
389307,The Gold Gnome Inn,黄金侏儒旅馆
1439881,Tsetinkat,TSETINKAT
2490452,Kieran Theatre,基兰剧院
3539033,The Green Griffin Tavern,绿色格里芬小酒馆
4588614,Ruins of Sorp Manor,Sorp Manor废墟
5639186,The Fhizta Farmstead,Fhizta Farmstead
